id;data_of_create;is_name;name;path_file;price;brand_id;type_id
220;1636240463315;f;Смартфон Honor 30 8/128GB черный;https://holod.ru/pics/140x150/62/672562.jpg;25750;58;2
221;1636240474291;f;Смартфон Huawei NOVA 8i Moonlight Silver;https://holod.ru/pics/140x150/75/783475.jpg;2689;59;2
222;1636240474300;f;Смартфон Huawei NOVA 8i Interstellar Blue;https:/img/yandex/express-nameplate-pict.png;2689;59;2
223;1636240474309;f;Смартфон Huawei Pro Plus Black Ceramic 51095QNX;https://holod.ru/pics/140x150/73/783473.jpg;8949;59;2
224;1636240474318;f;Смартфон Huawei Y6P зелёный;https:/img/yandex/express-nameplate-pict.png;10490;59;2
225;1636240474328;f;Смартфон Huawei Y5P черный;https://holod.ru/pics/140x150/80/716180.jpg;6990;59;2
226;1636240474338;f;Смартфон Huawei Y5P зелёный;https://holod.ru/pics/140x150/18/675418.jpg;6299;59;2
227;1636240474346;f;Смартфон Huawei P40 lite Midnight Black;https://holod.ru/pics/140x150/16/675416.jpg;17899;59;2
228;1636240474356;f;Смартфон Huawei P smart 2021 Crush Green 51095YQE;https://holod.ru/pics/140x150/12/675412.jpg;15490;59;2
229;1636240474365;f;Смартфон Huawei P smart 2021 Midnight Black 51095YQC;https://holod.ru/pics/140x150/56/665356.jpg;15490;59;2
230;1636240485273;f;Смартфон Motorola G9 Plus XT2087-2 128Gb 4Gb золотистый;https://holod.ru/pics/140x150/36/713136.jpg;17991;60;2
231;1636240485294;f;Смартфон Motorola G9 Plus XT2087-2 128Gb 4Gb синий;https://holod.ru/pics/140x150/46/705446.jpg;17991;60;2
232;1636240496259;f;Смартфон Nokia 3.4 DS (TA-1283) 3/64GB Blue/голубой;https://holod.ru/pics/140x150/24/723124.jpg;1070;61;2
233;1636240496270;f;Смартфон Nokia X20 DS Sand 8/128 GB;https://holod.ru/pics/140x150/11/747311.jpg;29990;61;2
234;1636240496301;f;Смартфон Nokia G20 DS Blue 4/64 GB;https:/img/yandex/express-nameplate-pict.png;12999;61;2
235;1636240496315;f;Смартфон Nokia 8.3 5G DS (TA-1243) 128GB Blue/голубой;https://holod.ru/pics/140x150/83/747383.jpg;4329;61;2
236;1636240496328;f;Смартфон Nokia 5.4 DS (TA-1337) 6/64GB Purple/фиолетовый;https://holod.ru/pics/140x150/52/723452.jpg;1589;61;2
237;1636240496343;f;Смартфон Nokia 5.4 DS (TA-1337) 4/128GB Blue/синий;https://holod.ru/pics/140x150/48/723448.jpg;12999;61;2
238;1636240496356;f;Смартфон Nokia 2.4 DS (TA-1270) 2/32GB Grey/серый;https://holod.ru/pics/140x150/42/723442.jpg;9890;61;2
239;1636240496368;f;Смартфон Nokia 2.4 DS (TA-1270) 2/32GB Blue/голубой;https:/img/yandex/express-nameplate-pict.png;9890;61;2
240;1636240496381;f;Смартфон Nokia 3.4 DS (TA-1283) 3/64GB Grey/серый;https://holod.ru/pics/140x150/10/723110.jpg;12990;61;2
241;1636240496392;f;Смартфон Nokia 5.4 DS (TA-1337) 6/64GB Blue/синий;https://holod.ru/pics/140x150/42/722942.jpg;15599;61;2
242;1636240507401;f;Смартфон OPPO A74 4/128Gb черный;https://holod.ru/pics/140x150/19/776219.jpg;17999;62;2
243;1636240507409;f;Смартфон OPPO A74 4/128Gb синий;https:/img/yandex/express-nameplate-pict.png;17999;62;2
244;1636240507419;f;Смартфон OPPO Reno5 Lite лиловый;https://holod.ru/pics/140x150/05/776205.jpg;22799;62;2
245;1636240507428;f;Смартфон OPPO Reno5 Lite черный;https:/img/yandex/express-nameplate-pict.png;22599;62;2
246;1636240507437;f;Смартфон OPPO A54 4/64 Gb синий;https://holod.ru/pics/140x150/93/728193.jpg;13099;62;2
247;1636240507447;f;Смартфон OPPO RENO 4 LITE (8/128) синий;https:/img/yandex/express-nameplate-pict.png;2499;62;2
248;1636240507456;f;Смартфон OPPO A54 4/64Gb черный;https://holod.ru/pics/140x150/89/728189.jpg;13099;62;2
249;1636240507465;f;Смартфон OPPO A15S (4/64) черный;https:/img/yandex/express-nameplate-pict.png;10899;62;2
250;1636240507475;f;Смартфон OPPO A54 4/128Gb синий;https://holod.ru/pics/140x150/99/776199.jpg;14599;62;2
251;1636240507484;f;Смартфон OPPO A54 4/128Gb черный;https:/img/yandex/express-nameplate-pict.png;14599;62;2
252;1636240507493;f;Смартфон OPPO RENO 6 8/128Gb черный;https://holod.ru/pics/140x150/20/723420.jpg;28199;62;2
253;1636240507501;f;Смартфон OPPO RENO 4 LITE (8/128) черный;https:/img/yandex/express-nameplate-pict.png;2499;62;2
254;1636240507510;f;Смартфон OPPO A15S (4/64) синий;https://holod.ru/pics/140x150/03/776203.jpg;12490;62;2
255;1636240507518;f;Смартфон OPPO RENO 6 8/128Gb лазурный;https:/img/yandex/express-nameplate-pict.png;32990;62;2
256;1636240518427;f;Смартфон Realme C25s 128Gb 4Gb синий;https://holod.ru/pics/140x150/47/764647.jpg;14499;63;2
257;1636240518436;f;Смартфон Realme 8i 128Gb 4Gb черный;https://holod.ru/pics/140x150/43/784143.jpg;2099;63;2
258;1636240518445;f;Смартфон Realme 8i 128Gb 4Gb фиолетовый;https:/img/yandex/express-nameplate-pict.png;2099;63;2
259;1636240518455;f;Смартфон Realme GT Master Edition 128Gb 6Gb серый;https://holod.ru/pics/140x150/41/784141.jpg;30799;63;2
260;1636240518463;f;Смартфон Realme C21 32Gb 3Gb голубой;https:/img/yandex/express-nameplate-pict.png;8450;63;2
261;1636240518471;f;Смартфон Realme 8 128Gb 6Gb черный;https://holod.ru/pics/140x150/25/770625.jpg;20890;63;2
262;1636240518481;f;Смартфон Realme GT Master Edition 128Gb 6Gb Перламутровый;https:/img/yandex/express-nameplate-pict.png;29899;63;2
263;1636240518489;f;Смартфон Realme C11 2021 (2/32) голубое озеро;https://holod.ru/pics/140x150/39/746439.jpg;7490;63;2
264;1636240518498;f;Смартфон Realme C25s 128Gb 4Gb серый;https://holod.ru/pics/140x150/89/740489.jpg;14499;63;2
265;1636240518506;f;Смартфон Realme C21Y 64Gb 4Gb голубой;https:/img/yandex/express-nameplate-pict.png;11890;63;2
266;1636240518514;f;Смартфон Realme C21Y 64Gb 4Gb черный;https://holod.ru/pics/140x150/23/770623.jpg;11890;63;2
267;1636240518523;f;Смартфон Realme 8 Pro 128Gb 6Gb синий;https:/img/yandex/express-nameplate-pict.png;24490;63;2
268;1636240518531;f;Смартфон Realme 8 Pro 128Gb 6Gb черный;https://holod.ru/pics/140x150/41/747341.jpg;24490;63;2
269;1636240518539;f;Смартфон Realme 8 128Gb 6Gb серебристый;https://holod.ru/pics/140x150/53/764653.jpg;20890;63;2
270;1636240529438;f;Смартфон Samsung Galaxy S20 FE SM-G780G 128Gb 6Gb синий;https://holod.ru/pics/140x150/45/767545.jpg;4329;64;2
271;1636240529448;f;Смартфон Samsung Galaxy S20 FE SM-G780F 128Gb 6Gb красный;https://holod.ru/pics/140x150/60/696560.jpg;41990;64;2
272;1636240529459;f;Смартфон Samsung Galaxy A22 SM-A225F 64Gb 4Gb черный;https://holod.ru/pics/140x150/43/756743.jpg;16099;64;2
273;1636240529469;f;Смартфон Samsung Galaxy Note 20 256Gb 8Gb SM-N980F зелёный;https://holod.ru/pics/140x150/77/689877.jpg;73990;64;2
274;1636240529477;f;Смартфон Samsung Galaxy S20 FE SM-G780F 128Gb 6Gb белый;https:/img/yandex/express-nameplate-pict.png;4329;64;2
275;1636240529486;f;Смартфон Samsung Galaxy S20 FE SM-G780F 128Gb 6Gb лаванда;https://holod.ru/pics/140x150/52/696552.jpg;4329;64;2
276;1636240529497;f;Смартфон Samsung Galaxy A22 SM-A225F 128Gb 4Gb белый;https://holod.ru/pics/140x150/56/696556.jpg;17899;64;2
277;1636240529507;f;Смартфон Samsung Galaxy S20 FE SM-G780G 128Gb 6Gb мятный;https://holod.ru/pics/140x150/59/756759.jpg;41990;64;2
278;1636240529517;f;Смартфон Samsung Galaxy A22 SM-A225F 128Gb 4Gb мятный;https:/img/yandex/express-nameplate-pict.png;17699;64;2
279;1636240529527;f;Смартфон Samsung Galaxy A02 SM-A022 32Gb 2Gb синий;https://holod.ru/pics/140x150/29/767429.jpg;8299;64;2
280;1636240529536;f;Смартфон Samsung Galaxy M22 SM-M225F 128Gb 4Gb белый;https://holod.ru/pics/140x150/51/756751.jpg;17999;64;2
281;1636240529546;f;Смартфон Samsung Galaxy A71 SM-A715F черный;https:/img/yandex/express-nameplate-pict.png;29990;64;2
282;1636240529556;f;Смартфон Samsung Galaxy S21 Ultra SM-G998 128Gb 12Gb серебристый;https://holod.ru/pics/140x150/32/714532.jpg;95990;64;2
283;1636240529567;f;Смартфон Samsung Galaxy S21 SM-G991 256Gb 8Gb фиолетовый;https:/img/yandex/express-nameplate-pict.png;69799;64;2
284;1636240529575;f;Смартфон Samsung Galaxy A32 SM-A325F 64Gb 4Gb голубой;https://holod.ru/pics/140x150/05/776405.jpg;18999;64;2
285;1636240529585;f;Смартфон Samsung Galaxy A03s SM-A037F 64Gb 4Gb синий;https:/img/yandex/express-nameplate-pict.png;1209;64;2
286;1636240529594;f;Смартфон Samsung Galaxy A03s SM-A037F 64Gb 4Gb белый;https://holod.ru/pics/140x150/90/654190.jpg;1209;64;2
287;1636240529603;f;Смартфон Samsung Galaxy A01 Core SM-A013F 16Gb 1Gb красный;https://holod.ru/pics/140x150/92/713492.jpg;5999;64;2
288;1636240529614;f;Смартфон Samsung Galaxy A02 SM-A022 32Gb 2Gb черный;https://holod.ru/pics/140x150/42/713542.jpg;8099;64;2
289;1636240529623;f;Смартфон Samsung Galaxy A21s 3/32GB SM-A217F красный;https://holod.ru/pics/140x150/94/723694.jpg;13990;64;2
290;1636240529633;f;Смартфон Samsung Galaxy A03s SM-A037F 32Gb 3Gb синий;https://holod.ru/pics/140x150/17/767317.jpg;1049;64;2
291;1636240529642;f;Смартфон Samsung Galaxy M12 SM-M127F 32Gb 3Gb зеленый;https:/img/yandex/express-nameplate-pict.png;1209;64;2
292;1636240529651;f;Смартфон Samsung Galaxy S21+ SM-G996 256Gb 8Gb серебристый;https://holod.ru/pics/140x150/39/767339.jpg;7586;64;2
293;1636240529659;f;Смартфон Samsung Galaxy A03s SM-A037F 32Gb 3Gb белый;https:/img/yandex/express-nameplate-pict.png;1049;64;2
294;1636240529668;f;Смартфон Samsung Galaxy M12 SM-M127F 32Gb 3Gb синий;https://holod.ru/pics/140x150/85/687385.jpg;1209;64;2
295;1636240529676;f;Смартфон Samsung Galaxy S21+ SM-G996 256Gb 8Gb черный фантом;https:/img/yandex/express-nameplate-pict.png;8429;64;2
296;1636240529684;f;Смартфон Samsung Galaxy A12 SM-A125F 64Gb 4Gb синий;https://holod.ru/pics/140x150/28/714528.jpg;1309;64;2
297;1636240529694;f;Смартфон Samsung Galaxy A03s SM-A037F 32Gb 3Gb черный;https://holod.ru/pics/140x150/00/674300.jpg;1049;64;2
298;1636240529702;f;Смартфон Samsung Galaxy S21+ SM-G996 128Gb 8Gb фиолетовый;https://holod.ru/pics/140x150/31/767331.jpg;7949;64;2
299;1636240529709;f;Смартфон Samsung Galaxy M12 SM-M127F 32Gb 3Gb черный;https:/img/yandex/express-nameplate-pict.png;1249;64;2
