id;description;title;device_id
11869;6;Количество белья (кг):;1742
11870;да;Функция пара:;1742
11871;85x60x45;Габариты (ВxШxГ) (см):;1742
11872;Россия;Страна-производитель:;1742
11873;узкая;Категория стиральной машины:;1743
11874;фронтальная;Тип загрузки:;1743
11875;электромеханический;Тип управления:;1743
11876;7;Количество белья (кг):;1743
11877;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1743
11878;Россия;Страна-производитель:;1743
11879;узкая;Категория стиральной машины:;1744
11880;фронтальная;Тип загрузки:;1744
11881;электронный;Тип управления:;1744
11882;6;Количество белья (кг):;1744
11883;85x60x45;Габариты (ВxШxГ) (см):;1744
11884;Россия;Страна-производитель:;1744
11885;стандартная;Категория стиральной машины:;1745
11886;фронтальная;Тип загрузки:;1745
11887;электронный;Тип управления:;1745
11888;9;Количество белья (кг):;1745
11889;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1745
11890;85x60x60;Габариты (ВxШxГ) (см):;1745
11891;Китай;Страна-производитель:;1745
11892;узкая;Категория стиральной машины:;1746
11893;фронтальная;Тип загрузки:;1746
11894;электромеханический;Тип управления:;1746
11895;8;Количество белья (кг):;1746
11896;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1746
11897;Россия;Страна-производитель:;1746
11898;стандартная;Категория стиральной машины:;1747
11899;фронтальная;Тип загрузки:;1747
11900;электронный;Тип управления:;1747
11901;9;Количество белья (кг):;1747
11902;да;Функция пара:;1747
11903;85x60x55;Габариты (ВxШxГ) (см):;1747
11904;Польша;Страна-производитель:;1747
11905;узкая;Категория стиральной машины:;1748
11906;фронтальная;Тип загрузки:;1748
11907;электронный;Тип управления:;1748
11908;6.5;Количество белья (кг):;1748
11909;да;Функция пара:;1748
11910;85x60x45;Габариты (ВxШxГ) (см):;1748
11911;Россия;Страна-производитель:;1748
11912;узкая;Категория стиральной машины:;1749
11913;фронтальная;Тип загрузки:;1749
11914;электронный;Тип управления:;1749
11915;6;Количество белья (кг):;1749
11916;85x60x45;Габариты (ВxШxГ) (см):;1749
11917;Россия;Страна-производитель:;1749
11918;узкая;Категория стиральной машины:;1750
11919;фронтальная;Тип загрузки:;1750
11920;электронный;Тип управления:;1750
11921;8;Количество белья (кг):;1750
11922;да;Функция пара:;1750
11923;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1750
11924;85x60x45;Габариты (ВxШxГ) (см):;1750
11925;Россия;Страна-производитель:;1750
11926;стандартная;Категория стиральной машины:;1751
11927;фронтальная;Тип загрузки:;1751
11928;электронный;Тип управления:;1751
11929;9;Количество белья (кг):;1751
11930;да;Функция пара:;1751
11931;Google Home, Samsung SmartThings;Экосистема:;1751
11932;85x60x56;Габариты (ВxШxГ) (см):;1751
11933;Польша;Страна-производитель:;1751
11934;узкая;Категория стиральной машины:;1752
11935;фронтальная;Тип загрузки:;1752
11936;электронный;Тип управления:;1752
11937;6;Количество белья (кг):;1752
11938;85x60x45;Габариты (ВxШxГ) (см):;1752
11939;Россия;Страна-производитель:;1752
11940;узкая;Категория стиральной машины:;1753
11941;фронтальная;Тип загрузки:;1753
11942;электромеханический;Тип управления:;1753
11943;8;Количество белья (кг):;1753
11944;да;Функция пара:;1753
11945;Россия;Страна-производитель:;1753
11946;узкая;Категория стиральной машины:;1754
11947;фронтальная;Тип загрузки:;1754
11948;электронный;Тип управления:;1754
11949;6;Количество белья (кг):;1754
11950;да;Функция пара:;1754
11951;85x60x45;Габариты (ВxШxГ) (см):;1754
11952;Россия;Страна-производитель:;1754
11953;узкая;Категория стиральной машины:;1755
11954;фронтальная;Тип загрузки:;1755
11955;электронный;Тип управления:;1755
11956;6;Количество белья (кг):;1755
11957;85x60x45;Габариты (ВxШxГ) (см):;1755
11958;Россия;Страна-производитель:;1755
11959;узкая;Категория стиральной машины:;1756
11960;фронтальная;Тип загрузки:;1756
11961;электронный;Тип управления:;1756
11962;7;Количество белья (кг):;1756
11963;да;Функция пара:;1756
11964;85x60x45;Габариты (ВxШxГ) (см):;1756
11965;Россия;Страна-производитель:;1756
11966;узкая;Категория стиральной машины:;1757
11967;фронтальная;Тип загрузки:;1757
11968;электронный;Тип управления:;1757
11969;6.5;Количество белья (кг):;1757
11970;85x60x45;Габариты (ВxШxГ) (см):;1757
11971;Россия;Страна-производитель:;1757
11972;узкая;Категория стиральной машины:;1758
11973;фронтальная;Тип загрузки:;1758
11974;электронный;Тип управления:;1758
11975;6;Количество белья (кг):;1758
11976;85x60x45;Габариты (ВxШxГ) (см):;1758
11977;Россия;Страна-производитель:;1758
11978;узкая;Категория стиральной машины:;1759
11979;фронтальная;Тип загрузки:;1759
11980;электронный;Тип управления:;1759
11981;6;Количество белья (кг):;1759
11982;85x60x45;Габариты (ВxШxГ) (см):;1759
11983;Россия;Страна-производитель:;1759
11984;узкая;Категория стиральной машины:;1760
11985;фронтальная;Тип загрузки:;1760
11986;электронный;Тип управления:;1760
11987;6;Количество белья (кг):;1760
11988;85x60x45;Габариты (ВxШxГ) (см):;1760
11989;Россия;Страна-производитель:;1760
11990;узкая;Категория стиральной машины:;1761
11991;фронтальная;Тип загрузки:;1761
11992;электронный;Тип управления:;1761
11993;6;Количество белья (кг):;1761
11994;85x60x45;Габариты (ВxШxГ) (см):;1761
11995;Россия;Страна-производитель:;1761
11996;узкая;Категория стиральной машины:;1762
11997;фронтальная;Тип загрузки:;1762
11998;электронный;Тип управления:;1762
11999;6;Количество белья (кг):;1762
12000;85x60x45;Габариты (ВxШxГ) (см):;1762
12001;Россия;Страна-производитель:;1762
12002;узкая;Категория стиральной машины:;1763
12003;фронтальная;Тип загрузки:;1763
12004;электронный;Тип управления:;1763
12005;6;Количество белья (кг):;1763
12006;85x60x45;Габариты (ВxШxГ) (см):;1763
12007;Россия;Страна-производитель:;1763
12008;узкая;Категория стиральной машины:;1764
12009;фронтальная;Тип загрузки:;1764
12010;электронный;Тип управления:;1764
12011;6;Количество белья (кг):;1764
12012;85x60x45;Габариты (ВxШxГ) (см):;1764
12013;Россия;Страна-производитель:;1764
12014;узкая;Категория стиральной машины:;1765
12015;фронтальная;Тип загрузки:;1765
12016;электронный;Тип управления:;1765
12017;6;Количество белья (кг):;1765
12018;да;Функция пара:;1765
12019;85x60x45;Габариты (ВxШxГ) (см):;1765
12020;Россия;Страна-производитель:;1765
12021;узкая;Категория стиральной машины:;1766
12022;фронтальная;Тип загрузки:;1766
12023;электронный;Тип управления:;1766
12024;6;Количество белья (кг):;1766
12025;85x60x45;Габариты (ВxШxГ) (см):;1766
12026;Россия;Страна-производитель:;1766
12027;узкая;Категория стиральной машины:;1767
12028;фронтальная;Тип загрузки:;1767
12029;электромеханический;Тип управления:;1767
12030;7;Количество белья (кг):;1767
12031;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1767
12032;Россия;Страна-производитель:;1767
12033;узкая;Категория стиральной машины:;1768
12034;фронтальная;Тип загрузки:;1768
12035;электронный;Тип управления:;1768
12036;6.5;Количество белья (кг):;1768
12037;85x60x45;Габариты (ВxШxГ) (см):;1768
12038;Россия;Страна-производитель:;1768
12039;стандартная;Категория стиральной машины:;1769
12040;фронтальная;Тип загрузки:;1769
12041;электронный;Тип управления:;1769
12042;9;Количество белья (кг):;1769
12043;Amazon Alexa, Google Home, Samsung SmartThings, Yandex;Экосистема:;1769
12044;85x60x60;Габариты (ВxШxГ) (см):;1769
12045;Китай;Страна-производитель:;1769
12046;узкая;Категория стиральной машины:;1771
12047;фронтальная;Тип загрузки:;1771
12048;электронный;Тип управления:;1771
12049;6;Количество белья (кг):;1771
12050;нет;Функция пара:;1771
12051;нет;Экосистема:;1771
12052;Турция;Страна-производитель:;1771
12053;узкая;Категория стиральной машины:;1772
12054;фронтальная;Тип загрузки:;1772
12055;электронный;Тип управления:;1772
12056;6;Количество белья (кг):;1772
12057;нет;Функция пара:;1772
12058;нет;Экосистема:;1772
12059;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1772
12060;Турция;Страна-производитель:;1772
12061;узкая;Категория стиральной машины:;1773
12062;фронтальная;Тип загрузки:;1773
12063;электронный;Тип управления:;1773
12064;6;Количество белья (кг):;1773
12065;нет;Функция пара:;1773
12066;нет;Экосистема:;1773
12067;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1773
12068;Турция;Страна-производитель:;1773
12069;узкая;Категория стиральной машины:;1774
12070;фронтальная;Тип загрузки:;1774
12071;электронный;Тип управления:;1774
12072;6;Количество белья (кг):;1774
12073;нет;Функция пара:;1774
12074;нет;Экосистема:;1774
12075;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1774
12076;Турция;Страна-производитель:;1774
12077;узкая;Категория стиральной машины:;1775
12078;фронтальная;Тип загрузки:;1775
12079;электронный;Тип управления:;1775
12080;6;Количество белья (кг):;1775
12081;нет;Функция пара:;1775
12082;нет;Экосистема:;1775
12083;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1775
12084;Турция;Страна-производитель:;1775
12085;узкая;Категория стиральной машины:;1776
12086;фронтальная;Тип загрузки:;1776
12087;электронный;Тип управления:;1776
12088;5;Количество белья (кг):;1776
12089;нет;Функция пара:;1776
12090;нет;Экосистема:;1776
12091;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1776
12092;Турция;Страна-производитель:;1776
12093;узкая;Категория стиральной машины:;1777
12094;фронтальная;Тип загрузки:;1777
12095;электронный;Тип управления:;1777
12096;6;Количество белья (кг):;1777
12097;нет;Функция пара:;1777
12098;нет;Экосистема:;1777
12099;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1777
12100;Турция;Страна-производитель:;1777
12101;узкая;Категория стиральной машины:;1778
12102;фронтальная;Тип загрузки:;1778
12103;электронный;Тип управления:;1778
12104;6;Количество белья (кг):;1778
12105;нет;Функция пара:;1778
12106;нет;Экосистема:;1778
12107;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1778
12108;Турция;Страна-производитель:;1778
12109;узкая;Категория стиральной машины:;1779
12110;фронтальная;Тип загрузки:;1779
12111;электронный;Тип управления:;1779
12112;6;Количество белья (кг):;1779
12113;нет;Функция пара:;1779
12114;нет;Экосистема:;1779
12115;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1779
12116;Турция;Страна-производитель:;1779
12117;суперузкая;Категория стиральной машины:;1780
12118;фронтальная;Тип загрузки:;1780
12119;электронный;Тип управления:;1780
12120;4;Количество белья (кг):;1780
12121;нет;Функция пара:;1780
12122;нет;Экосистема:;1780
12123;84.5x59.7x36.2;Габариты (ВxШxГ) (см):;1780
12124;Турция;Страна-производитель:;1780
12125;стандартная;Категория стиральной машины:;1781
12126;фронтальная;Тип загрузки:;1781
12127;электронный;Тип управления:;1781
12128;10;Количество белья (кг):;1781
12129;да;Функция пара:;1781
12130;84.5x59.6x60.9;Габариты (ВxШxГ) (см):;1781
12131;Турция;Страна-производитель:;1781
12132;узкая;Категория стиральной машины:;1782
12133;фронтальная;Тип загрузки:;1782
12134;электронный;Тип управления:;1782
12135;6;Количество белья (кг):;1782
12136;да;Функция пара:;1782
12137;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1782
12138;Турция;Страна-производитель:;1782
12139;узкая;Категория стиральной машины:;1783
12140;фронтальная;Тип загрузки:;1783
12141;электронный;Тип управления:;1783
12142;7;Количество белья (кг):;1783
12143;да;Функция пара:;1783
12144;85x59.5x46;Габариты (ВxШxГ) (см):;1783
12145;Китай;Страна-производитель:;1783
12146;узкая;Категория стиральной машины:;1784
12147;фронтальная;Тип загрузки:;1784
12148;электронный;Тип управления:;1784
12149;6;Количество белья (кг):;1784
12150;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1784
12151;Турция;Страна-производитель:;1784
12152;узкая;Категория стиральной машины:;1785
12153;фронтальная;Тип загрузки:;1785
12154;электронный;Тип управления:;1785
12155;6;Количество белья (кг):;1785
12156;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1785
12157;Турция;Страна-производитель:;1785
12158;узкая;Категория стиральной машины:;1786
12159;фронтальная;Тип загрузки:;1786
12160;электронный;Тип управления:;1786
12161;6;Количество белья (кг):;1786
12162;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1786
12163;Турция;Страна-производитель:;1786
12164;суперузкая;Категория стиральной машины:;1787
12165;фронтальная;Тип загрузки:;1787
12166;электронный;Тип управления:;1787
12167;4;Количество белья (кг):;1787
12168;84.5x59.7x36.2;Габариты (ВxШxГ) (см):;1787
12169;Турция;Страна-производитель:;1787
12170;фронтальная;Тип загрузки:;1788
12171;электронный;Тип управления:;1788
12172;6;Количество белья (кг):;1788
12173;нет;Функция пара:;1788
12174;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1788
12175;Турция;Страна-производитель:;1788
12176;узкая;Категория стиральной машины:;1789
12177;фронтальная;Тип загрузки:;1789
12178;электронный;Тип управления:;1789
12179;6;Количество белья (кг):;1789
12180;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1789
12181;Турция;Страна-производитель:;1789
12182;стандартная;Категория стиральной машины:;1790
12183;фронтальная;Тип загрузки:;1790
12184;электронный;Тип управления:;1790
12185;8;Количество белья (кг):;1790
12186;84.5x59.7x55.7;Габариты (ВxШxГ) (см):;1790
12187;Турция;Страна-производитель:;1790
12188;стандартная;Категория стиральной машины:;1791
12189;фронтальная;Тип загрузки:;1791
12190;электронный;Тип управления:;1791
12191;9;Количество белья (кг):;1791
12192;да;Функция пара:;1791
12193;84.5x59.7x58.2;Габариты (ВxШxГ) (см):;1791
12194;Турция;Страна-производитель:;1791
12195;стандартная;Категория стиральной машины:;1792
12196;фронтальная;Тип загрузки:;1792
12197;электронный;Тип управления:;1792
12198;10;Количество белья (кг):;1792
12199;да;Функция пара:;1792
12200;84.5x59.7x58.2;Габариты (ВxШxГ) (см):;1792
12201;Турция;Страна-производитель:;1792
12202;узкая;Категория стиральной машины:;1793
12203;фронтальная;Тип загрузки:;1793
12204;электронный;Тип управления:;1793
12205;6;Количество белья (кг):;1793
12206;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1793
12207;Турция;Страна-производитель:;1793
12208;узкая;Категория стиральной машины:;1794
12209;фронтальная;Тип загрузки:;1794
12210;электронный;Тип управления:;1794
12211;6;Количество белья (кг):;1794
12212;нет;Функция пара:;1794
12213;нет;Экосистема:;1794
12214;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1794
12215;Турция;Страна-производитель:;1794
12216;стандартная;Категория стиральной машины:;1795
12217;фронтальная;Тип загрузки:;1795
12218;электронный;Тип управления:;1795
12219;10;Количество белья (кг):;1795
12220;нет;Функция пара:;1795
12221;84.8x59.8x59;Габариты (ВxШxГ) (см):;1795
12222;Германия;Страна-производитель:;1795
12223;стандартная;Категория стиральной машины:;1796
12224;фронтальная;Тип загрузки:;1796
12225;электронный;Тип управления:;1796
12226;10;Количество белья (кг):;1796
12227;нет;Функция пара:;1796
12228;Google Home, Home Connect, Yandex;Экосистема:;1796
12229;84.8x59.8x59;Габариты (ВxШxГ) (см):;1796
12230;Германия;Страна-производитель:;1796
12231;стандартная;Категория стиральной машины:;1797
12232;фронтальная;Тип загрузки:;1797
12233;электронный;Тип управления:;1797
12234;10;Количество белья (кг):;1797
12235;нет;Функция пара:;1797
12236;Google Home, Home Connect, Yandex;Экосистема:;1797
12237;84.8x59.8x59;Габариты (ВxШxГ) (см):;1797
12238;Германия;Страна-производитель:;1797
12239;узкая;Категория стиральной машины:;1798
12240;фронтальная;Тип загрузки:;1798
12241;электронный;Тип управления:;1798
12242;8;Количество белья (кг):;1798
12243;нет;Функция пара:;1798
12244;Google Home, Home Connect, Yandex;Экосистема:;1798
12245;84.8x59.8x49.6;Габариты (ВxШxГ) (см):;1798
12246;Китай;Страна-производитель:;1798
12247;узкая;Категория стиральной машины:;1799
12248;фронтальная;Тип загрузки:;1799
12249;электронный;Тип управления:;1799
12250;8;Количество белья (кг):;1799
12251;нет;Функция пара:;1799
12252;84.8x59.8x49.6;Габариты (ВxШxГ) (см):;1799
12253;Китай;Страна-производитель:;1799
12254;узкая;Категория стиральной машины:;1800
12255;фронтальная;Тип загрузки:;1800
12256;электронный;Тип управления:;1800
12257;7;Количество белья (кг):;1800
12258;нет;Функция пара:;1800
12259;84.8x59.8x49.6;Габариты (ВxШxГ) (см):;1800
12260;Россия;Страна-производитель:;1800
12261;узкая;Категория стиральной машины:;1801
12262;фронтальная;Тип загрузки:;1801
12263;электронный;Тип управления:;1801
12264;7;Количество белья (кг):;1801
12265;нет;Функция пара:;1801
12266;84.8x59.8x44.6;Габариты (ВxШxГ) (см):;1801
12267;Россия;Страна-производитель:;1801
12268;стандартная;Категория стиральной машины:;1802
12269;фронтальная;Тип загрузки:;1802
12270;электронный;Тип управления:;1802
12271;9;Количество белья (кг):;1802
12272;нет;Функция пара:;1802
12273;Google Home, Home Connect, Yandex;Экосистема:;1802
12274;84.8x59.8x59;Габариты (ВxШxГ) (см):;1802
12275;Германия;Страна-производитель:;1802
12276;стандартная;Категория стиральной машины:;1803
12277;фронтальная;Тип загрузки:;1803
12278;электронный;Тип управления:;1803
12279;9;Количество белья (кг):;1803
12280;нет;Функция пара:;1803
12281;Google Home, Home Connect, Yandex;Экосистема:;1803
12282;84.5x59.7x58.8;Габариты (ВxШxГ) (см):;1803
12283;Турция;Страна-производитель:;1803
12284;стандартная;Категория стиральной машины:;1804
12285;фронтальная;Тип загрузки:;1804
12286;электронный;Тип управления:;1804
12287;9;Количество белья (кг):;1804
12288;нет;Функция пара:;1804
12289;Google Home, Home Connect, Yandex;Экосистема:;1804
12290;84.8x59.8x59;Габариты (ВxШxГ) (см):;1804
12291;Германия;Страна-производитель:;1804
12292;стандартная;Категория стиральной машины:;1805
12293;фронтальная;Тип загрузки:;1805
12294;электронный;Тип управления:;1805
12295;9;Количество белья (кг):;1805
12296;нет;Функция пара:;1805
12297;84.8x59.8x59;Габариты (ВxШxГ) (см):;1805
12298;Турция;Страна-производитель:;1805
12299;узкая;Категория стиральной машины:;1806
12300;фронтальная;Тип загрузки:;1806
12301;электронный;Тип управления:;1806
12302;5;Количество белья (кг):;1806
12303;нет;Функция пара:;1806
12304;85x60x40;Габариты (ВxШxГ) (см):;1806
12305;Россия;Страна-производитель:;1806
12306;узкая;Категория стиральной машины:;1807
12307;фронтальная;Тип загрузки:;1807
12308;электронный;Тип управления:;1807
12309;7;Количество белья (кг):;1807
12310;нет;Функция пара:;1807
12311;нет;Экосистема:;1807
12312;85x60x44;Габариты (ВxШxГ) (см):;1807
12313;Китай;Страна-производитель:;1807
12314;фронтальная;Тип загрузки:;1808
12315;электронный;Тип управления:;1808
12316;6;Количество белья (кг):;1808
12317;нет;Функция пара:;1808
12318;нет;Экосистема:;1808
12319;Китай;Страна-производитель:;1808
12320;узкая;Категория стиральной машины:;1809
12321;фронтальная;Тип загрузки:;1809
12322;электронный;Тип управления:;1809
12323;7;Количество белья (кг):;1809
12324;нет;Функция пара:;1809
12325;85x59.5x49.5;Габариты (ВxШxГ) (см):;1809
12326;Китай;Страна-производитель:;1809
12327;стандартная;Категория стиральной машины:;1810
12328;фронтальная;Тип загрузки:;1810
12329;электронный;Тип управления:;1810
12330;8;Количество белья (кг):;1810
12331;нет;Функция пара:;1810
12332;85x59.5x56.5;Габариты (ВxШxГ) (см):;1810
12333;Китай;Страна-производитель:;1810
12334;стандартная;Категория стиральной машины:;1811
12335;фронтальная;Тип загрузки:;1811
12336;электронный;Тип управления:;1811
12337;9;Количество белья (кг):;1811
12338;нет;Функция пара:;1811
12339;85x59.5x61.5;Габариты (ВxШxГ) (см):;1811
12340;Китай;Страна-производитель:;1811
12341;стандартная;Категория стиральной машины:;1812
12342;фронтальная;Тип загрузки:;1812
12343;электронный;Тип управления:;1812
12344;8;Количество белья (кг):;1812
12345;нет;Функция пара:;1812
12346;85x59.5x61.5;Габариты (ВxШxГ) (см):;1812
12347;Китай;Страна-производитель:;1812
12348;узкая;Категория стиральной машины:;1813
12349;фронтальная;Тип загрузки:;1813
12350;электронный;Тип управления:;1813
12351;5;Количество белья (кг):;1813
12352;нет;Функция пара:;1813
12353;нет;Экосистема:;1813
12354;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1813
12355;Турция;Страна-производитель:;1813
12356;узкая;Категория стиральной машины:;1814
12357;фронтальная;Тип загрузки:;1814
12358;электронный;Тип управления:;1814
12359;5;Количество белья (кг):;1814
12360;нет;Функция пара:;1814
12361;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1814
12362;Турция;Страна-производитель:;1814
12363;узкая;Категория стиральной машины:;1815
12364;фронтальная;Тип загрузки:;1815
12365;электронный;Тип управления:;1815
12366;7;Количество белья (кг):;1815
12367;нет;Функция пара:;1815
12368;84.5x59.7x49.7;Габариты (ВxШxГ) (см):;1815
12369;Турция;Страна-производитель:;1815
12370;узкая;Категория стиральной машины:;1816
12371;фронтальная;Тип загрузки:;1816
12372;электронный;Тип управления:;1816
12373;7;Количество белья (кг):;1816
12374;да;Функция пара:;1816
12375;84.5x59.7x49.5;Габариты (ВxШxГ) (см):;1816
12376;Турция;Страна-производитель:;1816
12377;узкая;Категория стиральной машины:;1817
12378;фронтальная;Тип загрузки:;1817
12379;электронный;Тип управления:;1817
12380;6;Количество белья (кг):;1817
12381;нет;Функция пара:;1817
12382;84.5x59.7x41.5;Габариты (ВxШxГ) (см):;1817
12383;Турция;Страна-производитель:;1817
12384;узкая;Категория стиральной машины:;1818
12385;фронтальная;Тип загрузки:;1818
12386;электронный;Тип управления:;1818
12387;5;Количество белья (кг):;1818
12388;нет;Функция пара:;1818
12389;85x60x42;Габариты (ВxШxГ) (см):;1818
12390;Турция;Страна-производитель:;1818
12391;суперузкая;Категория стиральной машины:;1819
12392;фронтальная;Тип загрузки:;1819
12393;электронный;Тип управления:;1819
12394;4;Количество белья (кг):;1819
12395;нет;Функция пара:;1819
12396;84.5x59.7x36.2;Габариты (ВxШxГ) (см):;1819
12397;Турция;Страна-производитель:;1819
12398;узкая;Категория стиральной машины:;1820
12399;фронтальная;Тип загрузки:;1820
12400;электронный;Тип управления:;1820
12401;6;Количество белья (кг):;1820
12402;нет;Функция пара:;1820
12403;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1820
12404;Турция;Страна-производитель:;1820
12405;узкая;Категория стиральной машины:;1821
12406;фронтальная;Тип загрузки:;1821
12407;электронный;Тип управления:;1821
12408;6;Количество белья (кг):;1821
12409;нет;Функция пара:;1821
12410;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1821
12411;Турция;Страна-производитель:;1821
12412;узкая;Категория стиральной машины:;1822
12413;фронтальная;Тип загрузки:;1822
12414;электронный;Тип управления:;1822
12415;6;Количество белья (кг):;1822
12416;нет;Функция пара:;1822
12417;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1822
12418;Турция;Страна-производитель:;1822
12419;узкая;Категория стиральной машины:;1823
12420;фронтальная;Тип загрузки:;1823
12421;электронный;Тип управления:;1823
12422;6;Количество белья (кг):;1823
12423;нет;Функция пара:;1823
12424;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1823
12425;Турция;Страна-производитель:;1823
12426;узкая;Категория стиральной машины:;1824
12427;фронтальная;Тип загрузки:;1824
12428;электронный;Тип управления:;1824
12429;5;Количество белья (кг):;1824
12430;нет;Функция пара:;1824
12431;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1824
12432;Турция;Страна-производитель:;1824
12433;узкая;Категория стиральной машины:;1825
12434;фронтальная;Тип загрузки:;1825
12435;электронный;Тип управления:;1825
12436;6;Количество белья (кг):;1825
12437;нет;Функция пара:;1825
12438;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1825
12439;Турция;Страна-производитель:;1825
12440;узкая;Категория стиральной машины:;1826
12441;фронтальная;Тип загрузки:;1826
12442;электронный;Тип управления:;1826
12443;5;Количество белья (кг):;1826
12444;нет;Функция пара:;1826
12445;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1826
12446;Турция;Страна-производитель:;1826
12447;узкая;Категория стиральной машины:;1827
12448;фронтальная;Тип загрузки:;1827
12449;электронный;Тип управления:;1827
12450;5;Количество белья (кг):;1827
12451;нет;Функция пара:;1827
12452;85x60x42;Габариты (ВxШxГ) (см):;1827
12453;Турция;Страна-производитель:;1827
12454;узкая;Категория стиральной машины:;1828
12455;фронтальная;Тип загрузки:;1828
12456;электронный;Тип управления:;1828
12457;5;Количество белья (кг):;1828
12458;нет;Функция пара:;1828
12459;нет;Экосистема:;1828
12460;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1828
12461;Турция;Страна-производитель:;1828
12462;узкая;Категория стиральной машины:;1829
12463;фронтальная;Тип загрузки:;1829
12464;электронный;Тип управления:;1829
12465;5;Количество белья (кг):;1829
12466;нет;Функция пара:;1829
12467;нет;Экосистема:;1829
12468;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1829
12469;Турция;Страна-производитель:;1829
12470;узкая;Категория стиральной машины:;1830
12471;фронтальная;Тип загрузки:;1830
12472;электронный;Тип управления:;1830
12473;6;Количество белья (кг):;1830
12474;нет;Функция пара:;1830
12475;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1830
12476;Турция;Страна-производитель:;1830
12477;узкая;Категория стиральной машины:;1831
12478;фронтальная;Тип загрузки:;1831
12479;электронный;Тип управления:;1831
12480;6;Количество белья (кг):;1831
12481;нет;Функция пара:;1831
12482;85x60x42;Габариты (ВxШxГ) (см):;1831
12483;Турция;Страна-производитель:;1831
12484;узкая;Категория стиральной машины:;1832
12485;фронтальная;Тип загрузки:;1832
12486;электронный;Тип управления:;1832
12487;5;Количество белья (кг):;1832
12488;нет;Функция пара:;1832
12489;нет;Экосистема:;1832
12490;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1832
12491;Турция;Страна-производитель:;1832
12492;суперузкая;Категория стиральной машины:;1833
12493;фронтальная;Тип загрузки:;1833
12494;электронный;Тип управления:;1833
12495;4;Количество белья (кг):;1833
12496;нет;Функция пара:;1833
12497;84.5x59.7x36.2;Габариты (ВxШxГ) (см):;1833
12498;Турция;Страна-производитель:;1833
12499;узкая;Категория стиральной машины:;1834
12500;фронтальная;Тип загрузки:;1834
12501;электронный;Тип управления:;1834
12502;8;Количество белья (кг):;1834
12503;да;Функция пара:;1834
12504;84.5x59.7x55.7;Габариты (ВxШxГ) (см):;1834
12505;Турция;Страна-производитель:;1834
12506;суперузкая;Категория стиральной машины:;1835
12507;фронтальная;Тип загрузки:;1835
12508;электронный;Тип управления:;1835
12509;5;Количество белья (кг):;1835
12510;нет;Функция пара:;1835
12511;нет;Экосистема:;1835
12512;84.5x59.7x41.6;Габариты (ВxШxГ) (см):;1835
12513;Турция;Страна-производитель:;1835
12514;фронтальная;Тип загрузки:;1836
12515;электронный;Тип управления:;1836
12516;9;Количество белья (кг):;1836
12517;нет;Функция пара:;1836
12518;85x59.5x59.5;Габариты (ВxШxГ) (см):;1836
12519;Китай;Страна-производитель:;1836
12520;стандартная;Категория стиральной машины:;1837
12521;вертикальная;Тип загрузки:;1837
12522;электронный;Тип управления:;1837
12523;6.5;Количество белья (кг):;1837
12524;нет;Функция пара:;1837
12525;87.5x40x61;Габариты (ВxШxГ) (см):;1837
12526;Китай;Страна-производитель:;1837
12527;стандартная;Категория стиральной машины:;1838
12528;фронтальная;Тип загрузки:;1838
12529;электронный;Тип управления:;1838
12530;9;Количество белья (кг):;1838
12531;да;Функция пара:;1838
12532;85x59.5x59.5;Габариты (ВxШxГ) (см):;1838
12533;Китай;Страна-производитель:;1838
12534;узкая;Категория стиральной машины:;1839
12535;фронтальная;Тип загрузки:;1839
12536;электронный;Тип управления:;1839
